"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYFBZIIXK@NSR",3958,"Animalia","Arthropoda","Insecta","Trichoptera","Beraeidae","Beraea","Beraea maurus","Curtis, 1834"
"AHCYFBZIJTR@NSR",3959,"Animalia","Arthropoda","Insecta","Trichoptera","Beraeidae","Beraea","Beraea pullata","Curtis, 1834"
"AHCYFBZILHS@NSR",3960,"Animalia","Arthropoda","Insecta","Trichoptera","Beraeidae","Beraeodes","Beraeodes minutus","Linnaeus, 1761"
"ZDX9OA5HTP6@NSR",3961,"Animalia","Arthropoda","Insecta","Coleoptera","Mycetophagidae","Berginus","Berginus tamarisci","Wollaston, 1854"
"AHCYFBLVFVE@NSR",3962,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris chalybata","Forster, 1771"
"AHCYFBLVIBB@NSR",3963,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris clavipes","Linnaeus, 1767"
"AHCYFBLVJBT@NSR",3964,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris fuscipes","Meigen, 1820"
"45032774C7D@NSR",3965,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris hauseri","Stuke, 2004"
"AHCYFBLVKCM@NSR",3966,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris morrisii","Dale, 1841"
"AHCYFBLVLHQ@NSR",3967,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris strobli","Dusek & Rozkosny, 1968"
"AHCYFBLVMIJ@NSR",3968,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","Beris","Beris vallata","Forster, 1771"
"1FPYF0E1RWR@NSR",3969,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","Berniniella bicarinata","Paoli, 1908"
"54F4C954D56@NSR",3970,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","Berniniella conjuncta","Strenzke, 1951"
"SFEWLGGKKRV@NSR",3971,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","Berniniella lunaris","Evans, 1952"
"EKRH4Z2UNYI@NSR",3972,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","Berniniella serratirostris","Golosova, 1970"
"AHCYSI10452@NSR",3973,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Oppiidae","Berniniella","Berniniella sigma","Strenzke, 1951"
"AHCYSI11457@NSR",3974,"Animalia","Ctenophora","Cyclocoela","Beroida","Beroidae","Beroe","Beroe cucumis","Fabricius, 1780"
"AHCYSI11454@NSR",3975,"Animalia","Ctenophora","Cyclocoela","Beroida","Beroidae","Beroe","Beroe gracilis","Kühne, 1939"
"AHCYFBUUGOI@NSR",3976,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus affinis","Brullé, 1835"
"AHCYFBUUHPB@NSR",3977,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus fulvus","Kuwert, 1888"
"AHCYFBUUILI@NSR",3978,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus hispanicus","Küster, 1847"
"AHCYFBUUJMA@NSR",3979,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus luridus","Linnaeus, 1760"
"AHCYFBUUKMS@NSR",3980,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus signaticollis","Charpentier, 1825"
"AHCYFBUULNL@NSR",3981,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Berosus","Berosus spinosus","Steven, 1808"
"AHCYSI01821@NSR",3982,"Animalia","Arthropoda","Insecta","Psocodea","Epipsocidae","Bertkauia","Bertkauia lucifuga","Rambur, 1842"
"AHCYSIBUQXF@NSR",3983,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus clavipes","Fabricius, 1775"
"AHCYSIBURXX@NSR",3984,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus crassipes","Herrich-Schaeffer, 1835"
"AHCYSIBUSYQ@NSR",3985,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus hirticornis","Brullé, 1836"
"AHCYSIBUVAB@NSR",3986,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus minor","Herrich-Schaeffer, 1835"
"AHCYSIBUXBX@NSR",3987,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus montivagus","Meyer-Dür, 1841"
"AHCYSIBUYCQ@NSR",3988,"Animalia","Arthropoda","Insecta","Hemiptera","Berytidae","Berytinus","Berytinus signoreti","Fieber, 1859"
"AHCYFBMXDLJ@NSR",3989,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Bessa","Bessa parallela","Meigen, 1824"
"AHCYFBMXEMC@NSR",3990,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Bessa","Bessa selecta","Meigen, 1824"
"AHCYFCQFSLY@NSR",3991,"Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae","Bethylus","Bethylus boops","Thomson, 1862"
"AHCYFCQFTIF@NSR",3992,"Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae","Bethylus","Bethylus cephalotes","Förster, 1860"
"AHCYFCQFUEM@NSR",3993,"Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae","Bethylus","Bethylus dendrophilus","Richards, 1939"
"AHCYFCQFVAS@NSR",3994,"Animalia","Arthropoda","Insecta","Hymenoptera","Bethylidae","Bethylus","Bethylus fuscicornis","Jurine, 1807"
"AHCYSI01137@NSR",3995,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","Betulaphis","Betulaphis quadrituberculata","Kaltenbach, 1843"
"AHCYFBQNRRE@NSR",3996,"Animalia","Arthropoda","Insecta","Coleoptera","Brentidae","Betulapion","Betulapion simile","Kirby, 1811"
"AHCYFBDUZYK@NSR",3997,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia annulipes","Meigen, 1830"
"AHCYFBDVAZD@NSR",3998,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia bicolor","Meigen, 1804"
"AHCYFBDVCWC@NSR",3999,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia circumdata","Staeger, 1839"
"AHCYFBDVDWU@NSR",4000,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia coracina","Zetterstedt, 1850"
"AHCYFBDVEXY@NSR",4001,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia curtiforceps","Goetghebuer, 1929"
"AHCYFBDVGZJ@NSR",4002,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia flavicornis","Staeger, 1839"
"AHCYFBDVIWI@NSR",4003,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia leucogaster","Zetterstedt, 1850"
"AHCYFBDVJXB@NSR",4004,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia nobilis","Winnertz, 1852"
"AHCYFBDVKXT@NSR",4005,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia ornata","Meigen, 1830"
"AHCYFBDVLUA@NSR",4006,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia rubiginosa","Winnertz, 1852"
"AHCYFBDVMUS@NSR",4007,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia signata","Meigen, 1804"
"AHCYFBDVPSK@NSR",4008,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Bezzia","Bezzia winnertziana","Kieffer, 1919"
"464755236@NSR",4009,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Biastes","Biastes truncatus","Nylander, 1848"
"AHCYFBCSZBQ@NSR",4010,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio anglicus","Verrall, 1889"
"AHCYFBCTBDB@NSR",4011,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio clavipes","Meigen, 1818"
"AHCYFBCTCDU@NSR",4012,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio ferruginatus","Linnaeus, 1767"
"AHCYFBCTDEM@NSR",4013,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio hortulanus","Linnaeus, 1758"
"AHCYFBCTFFX@NSR",4014,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio johannis","Linnaeus, 1767"
"AHCYFBCTHHT@NSR",4015,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio lanigerus","Meigen, 1818"
"AHCYFBCTJJE@NSR",4016,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio leucopterus","Meigen, 1804"
"82NU785BF3X@NSR",4017,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio longipes","Loew, 1864"
"AHCYFBCTKJX@NSR",4018,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio marci","Linnaeus, 1758"
"AHCYFBCTLKP@NSR",4019,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio nigriventris","Haliday, 1833"
"AHCYFBCTMLI@NSR",4020,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio pomonae","Fabricius, 1775"
"AHCYFBCTNMA@NSR",4021,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio reticulatus","Loew, 1846"
"AHCYFBCTOMT@NSR",4022,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio varipes","Meigen, 1830"
"UVDNCZ3REIH@NSR",4023,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Bibio","Bibio venosus","Meigen, 1804"
"AHCYFBVVNJJ@NSR",4024,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bibloplectus","Bibloplectus ambiguus","Reichenbach, 1816"
"AHCYFBVVOKC@NSR",4025,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bibloplectus","Bibloplectus pusillus","Denny, 1825"
"AHCYFBVVPKU@NSR",4026,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bibloplectus","Bibloplectus tenebrosus","Reitter, 1880"
"AHCYFBVVRDT@NSR",4027,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bibloporus","Bibloporus bicolor","Denny, 1825"
"AHCYFBVVSEM@NSR",4028,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bibloporus","Bibloporus minutus","Raffray, 1914"
"AHCYFBHHUPS@NSR",4029,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria intermedia","Lundbeck, 1910"
"AHCYFBHHVQL@NSR",4030,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria melaena","Haliday, 1833"
"AHCYFBHHWRP@NSR",4031,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria nigra","Meigen, 1824"
"AHCYFBHHXSH@NSR",4032,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria pilosa","Lundbeck, 1910"
"AHCYFBHHYOO@NSR",4033,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria simplicipes","Zetterstedt, 1842"
"AHCYFBHHZPH@NSR",4034,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria spuria","Fallén, 1816"
"AHCYFBHICRK@NSR",4035,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria sulcata","Zetterstedt, 1842"
"AHCYFBHIDSC@NSR",4036,"Animalia","Arthropoda","Insecta","Diptera","Hybotidae","Bicellaria","Bicellaria vana","Collin, 1926"
"AHCYSI11494@NSR",4037,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bicellariella","Bicellariella ciliata","Linnaeus, 1758"
"FLZBIIABHVZ@NSR",4038,"Animalia","Annelida","Oligochaeta","Lumbriculida","Lumbriculidae","Bichaeta","Bichaeta sanguinea","Bretscher, 1900"
"464553898@NSR",4039,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Bicolorana","Bicolorana bicolor","Philippi, 1830"
"AHCYFBTZNVB@NSR",4040,"Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Bidessus","Bidessus grossepunctatus","Vorbringer, 1907"
"AHCYFBTZORH@NSR",4041,"Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Bidessus","Bidessus unistriatus","Goeze, 1777"
"TMABD23OS2W@NSR",4042,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Biflustra","Biflustra grandicella","Canu & Bassler, 1929"
"92E933C44CD@NSR",4043,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Membraniporidae","Biflustra","Biflustra tenuis","Desor, 1848"
"AHCYFBLTZBP@NSR",4044,"Animalia","Arthropoda","Insecta","Diptera","Sphaeroceridae","Bifronsia","Bifronsia bifrons","Stenhammar, 1855"
"AHCYSI07296@NSR",4045,"Animalia","Platyhelminthes","Trematoda","Strigeida","Schistosomatidae","Bilharziella","Bilharziella polonica","Kowalewsky, 1895"
"AHCYFBMXGJB@NSR",4046,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Billaea","Billaea irrorata","Meigen, 1826"
"C2479B44EA2@NSR",4047,"Animalia","Arthropoda","Entognatha","Collembola","Neanuridae","Bilobella","Bilobella braunerae","Deharveng, 1981"
"AHCYSI07115@NSR",4048,"Animalia","Annelida","Oligochaeta","Opisthopora","Lumbricidae","Bimastos","Bimastos eiseni","Levinsen, 1884"
"AHCYSI07127@NSR",4049,"Animalia","Annelida","Oligochaeta","Opisthopora","Lumbricidae","Bimastos","Bimastos rubidus","Savigny, 1826"
"AHCYSI11191@NSR",4050,"Animalia","Cnidaria","Hydrozoa","Filifera","Bougainvilliidae","Bimeria","Bimeria vestita","Wright, 1859"
"AHCYFATPORC@NSR",4051,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Bioblapsis","Bioblapsis polita","Vollenhoven, 1878"
"F34CF34E14@NSR",4052,"Animalia","Arthropoda","Entognatha","Collembola","Onychiuridae","Bionychiurus","Bionychiurus normalis","Gisin, 1949"
"AHCYSI07730@NSR",4053,"Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae","Biorhiza","Biorhiza pallida","Olivier, 1791"
"AHCYFAROEWA@NSR",4054,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres carbonarius","Nees, 1834"
"AHCYFAROFWT@NSR",4055,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres haemorrhoeus","Haliday, 1837"
"AHCYFAROGXL@NSR",4056,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres rusticus","Haliday, 1837"
"AHCYFAROHYE@NSR",4057,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres spinaciae","Thomson, 1895"
"AHCYFAROIYW@NSR",4058,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres sylvaticus","Haliday, 1837"
"AHCYFAROJZP@NSR",4059,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Biosteres","Biosteres wesmaelii","Haliday, 1837"
"P3A39SC0QNW@NSR",4060,"Animalia","Platyhelminthes","Turbellaria","Seriata","Geoplanidae","Bipalium","Bipalium kewense","Moseley, 1878"
"AHCYFBQOEEP@NSR",4061,"Animalia","Arthropoda","Insecta","Coleoptera","Biphyllidae","Biphyllus","Biphyllus lunatus","Fabricius, 1787"
"AHCYFAWZMOW@NSR",4062,"Animalia","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Birka","Birka cinereipes","Klug, 1816"
"AHCYFCMIRWA@NSR",4063,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Bisigna","Bisigna procerella","Denis & Schiffermüller, 1775"
"AHCYFBXYCNZ@NSR",4064,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius cephalotes","Gravenhorst, 1802"
"AHCYFBXYQYU@NSR",4065,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius fimetarius","Gravenhorst, 1802"
"AHCYSI00330@NSR",4066,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius nigriventris","Thomson, 1867"
"AHCYSI00331@NSR",4067,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius parcus","Sharp, 1874"
"AHCYSI00332@NSR",4068,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius pseudoparcus","Brunne, 1976"
"AHCYFBXZLIZ@NSR",4069,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius puella","Nordmann, 1837"
"AHCYFBXZUYS@NSR",4070,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius sordidus","Gravenhorst, 1802"
"AHCYFBXZWDW@NSR",4071,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius sparsus","Lucas, 1846"
"AHCYFBXZXJA@NSR",4072,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius spermophili","Ganglbauer, 1897"
"AHCYFBXZZTU@NSR",4073,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius subuliformis","Gravenhorst, 1802"
"AHCYFBXZTTO@NSR",4074,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Bisnius","Bisnius varipennis","Scriba, 1864"
"5Q9D7TCZ8TA@NSR",4076,"Animalia","Arthropoda","Insecta","Psocodea","Bovicoliidae","Bisonicola","Bisonicola sedecimdecembrii","Eichler, 1946"
"VHT6ULH4MEI@NSR",4077,"Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","Bispira crassicornis","Sars, 1851"
"F81F34E09@NSR",4078,"Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","Bispira polyomma","Faasse & Giangrande, 2012"
"EFC20774994@NSR",4079,"Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Bispira","Bispira volutacornis","Montagu, 1804"
"AHCYFCJRGAX@NSR",4080,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Biston","Biston betularia","Linnaeus, 1758"
"AHCYFCJRJDA@NSR",4081,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Biston","Biston strataria","Hufnagel, 1767"
"AHCYFBMXIBO@NSR",4082,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Bithia","Bithia spreta","Meigen, 1824"
"AHCYFEPCZNQ@NSR",4083,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae","Bithynia","Bithynia leachii","Sheppard, 1823"
"AHCYFEPDAOJ@NSR",4084,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae","Bithynia","Bithynia tentaculata","Linnaeus, 1758"
"5IOGMNR43Z4@NSR",4085,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Bithyniidae","Bithynia","Bithynia troschelii","Paasch, 1842"
"AHCYFBSSVXA@NSR",4086,"Animalia","Arthropoda","Insecta","Coleoptera","Zopheridae","Bitoma","Bitoma crenata","Fabricius, 1775"
"JL8TTMNSQ4N@NSR",4087,"Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiidae","Bittium","Bittium reticulatum","da Costa, 1778"
"AHCYSI02644@NSR",4088,"Animalia","Nematoda","Secernentea","Tylenchida","Telotylenchidae","Bitylenchus","Bitylenchus bryobius","Sturhan, 1966"
"AHCYSI02657@NSR",4089,"Animalia","Nematoda","Secernentea","Tylenchida","Telotylenchidae","Bitylenchus","Bitylenchus dubius","Bütschli, 1873"
"QB68UVNLCP3@NSR",4090,"Animalia","Cnidaria","Hydrozoa","Conica","Blackfordiidae","Blackfordia","Blackfordia virginica","Mayer, 1910"
"AHCYFAROLSO@NSR",4091,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus diversicornis","Nees, 1834"
"AHCYFAROMTG@NSR",4092,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus errans","Nees, 1811"
"AHCYFARONTY@NSR",4093,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus exilis","Nees, 1811"
"AHCYFAROOUR@NSR",4094,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus fischeri","Haeselbarth, 1973"
"AHCYFAROPVJ@NSR",4095,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus hastatus","Haliday, 1835"
"AHCYFAROQWC@NSR",4096,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus humilis","Nees, 1811"
"AHCYFARORWU@NSR",4097,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus interstitialis","Ruthe, 1861"
"AHCYFAROSXN@NSR",4098,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus longipennis","Gravenhorst, 1809"
"AHCYFAROTYF@NSR",4099,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus maculipes","Wesmael, 1835"
"AHCYFAROUYY@NSR",4100,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus mamillanus","Ruthe, 1861"
"AHCYFAROWEC@NSR",4101,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus nigricornis","Haeselbarth, 1973"
"AHCYFAROXFG@NSR",4102,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus nixoni","Haeselbarth, 1973"
"AHCYFAROYFY@NSR",4103,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus paganus","Haliday, 1835"
"AHCYFAROZGR@NSR",4104,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus pallipes","Haliday, 1835"
"AHCYFARPAHJ@NSR",4105,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus rufescens","Ruthe, 1861"
"AHCYFARPBIC@NSR",4106,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus ruficornis","Nees, 1811"
"AHCYFARPCIU@NSR",4107,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus stelfoxi","Haeselbarth, 1973"
"AHCYFARPDJM@NSR",4108,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Blacus","Blacus tripudians","Haliday, 1835"
"AHCYFBKRAJE@NSR",4109,"Animalia","Arthropoda","Insecta","Diptera","Sarcophagidae","Blaesoxipha","Blaesoxipha lapidosa","Pape, 1994"
"AHCYFBKRCKP@NSR",4110,"Animalia","Arthropoda","Insecta","Diptera","Sarcophagidae","Blaesoxipha","Blaesoxipha plumicornis","Zetterstedt, 1859"
"AHCYFAODHOO@NSR",4111,"Animalia","Arthropoda","Diplopoda","Julida","Blaniulidae","Blaniulus","Blaniulus guttulatus","Fabricius, 1798"
"AHCYFBYQMTQ@NSR",4112,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Blaps","Blaps lethifera","Marsham, 1802"
"AHCYFBYQNPX@NSR",4113,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Blaps","Blaps mortisaga","Linnaeus, 1758"
"AHCYFBYQOQQ@NSR",4114,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Blaps","Blaps mucronata","Latreille, 1804"
"AHCYFATPQJP@NSR",4115,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Blapsidotes","Blapsidotes vicinus","Gravenhorst, 1829"
"AHCYSI01871@NSR",4116,"Animalia","Arthropoda","Insecta","Psocodea","Psocidae","Blaste","Blaste quadrimaculata","Latreille, 1794"
"AHCYFAREIRP@NSR",4117,"Animalia","Arthropoda","Insecta","Hymenoptera","Blasticotomidae","Blasticotoma","Blasticotoma filiceti","Klug, 1834"
"AHCYSI00218@NSR",4118,"Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis adustella","Walsingham, 1894"
"AHCYSI00217@NSR",4119,"Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis decolorella","Wollaston, 1858"
"AHCYSI00216@NSR",4120,"Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Blastobasis","Blastobasis lacticolella","Rebel, 1940"
